,Type,Gender,FurLength,agecat,breedcat,namecat,descriptcat,colorcat,colorcat2,healthcat,statecat,MaturitySizecat,Photocat,quantitycat,paidcat,Target
407,2,1,1,2,2,1,0,2,1,1,0,0,4,1,1,0
408,1,1,1,3,0,0,0,0,1,1,0,1,5,0,0,1
409,2,2,1,0,2,0,0,2,1,0,0,1,5,1,0,1
410,2,2,1,0,0,0,0,1,1,0,1,1,3,0,0,1
411,2,2,1,4,0,1,0,1,0,0,0,1,3,0,0,1
412,2,2,1,1,2,0,0,1,1,0,1,0,2,0,0,0
413,2,2,2,4,2,0,0,2,1,0,0,1,3,0,0,0
414,1,2,2,1,0,0,0,1,1,0,1,1,2,0,0,1
415,1,3,2,3,0,0,0,1,1,1,1,1,1,1,0,0
416,2,1,1,1,2,1,0,0,1,0,1,0,2,0,0,1
417,1,2,1,0,0,1,1,2,1,0,0,0,5,0,1,1
418,2,1,1,4,2,0,0,0,0,1,0,1,1,0,0,0
419,1,1,2,2,0,0,1,2,1,0,1,0,5,0,0,1
420,2,1,1,3,2,1,1,1,1,0,1,1,4,1,0,0
421,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,1
422,1,2,1,2,0,0,0,2,1,0,0,1,4,1,0,1
423,1,2,2,1,0,0,0,1,1,0,1,1,3,0,0,1
424,1,1,2,0,0,0,0,1,1,0,0,1,1,0,0,1
425,1,1,1,1,0,1,0,1,1,1,1,1,3,0,0,1
426,1,1,1,3,0,1,0,1,1,0,0,1,1,0,0,1
427,2,3,2,0,2,0,0,2,1,1,0,1,4,1,0,0
428,2,1,1,2,0,0,0,0,0,0,1,0,1,0,0,0
429,2,1,1,2,2,0,1,0,0,1,0,1,3,0,0,1
430,2,1,2,2,0,0,1,0,1,1,1,1,2,0,1,1
431,2,3,2,2,0,1,0,2,0,0,0,1,4,1,0,1
432,2,2,1,3,2,0,0,0,1,0,1,0,4,0,0,1
433,2,3,2,0,2,1,0,2,1,0,1,1,3,1,0,1
434,1,2,2,4,2,0,0,2,1,1,0,0,3,0,0,1
435,2,3,2,0,0,1,0,1,1,0,1,0,3,1,0,1
436,1,3,1,0,0,0,0,2,1,0,1,1,5,1,0,1
437,2,2,1,2,0,1,0,2,1,1,1,0,3,0,0,0
438,2,3,2,3,0,0,0,1,1,0,1,1,1,1,0,0
439,1,2,2,1,0,0,0,0,1,1,1,1,1,0,0,1
440,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1
441,1,2,2,2,0,0,0,1,1,0,1,1,3,0,0,0
442,1,1,1,2,0,0,0,0,1,1,1,1,2,0,0,1
443,1,1,1,2,0,0,0,1,1,0,0,1,2,0,0,1
444,2,2,1,2,2,1,0,0,1,0,0,0,3,0,0,0
445,2,1,1,2,2,0,0,0,1,0,1,1,4,0,0,1
446,2,1,1,3,0,0,0,2,0,0,0,1,5,0,1,1
447,1,1,2,4,0,1,0,1,1,1,1,1,2,0,0,1
448,2,2,2,1,0,0,0,2,1,0,1,1,4,0,1,1
449,1,2,1,2,0,0,1,0,0,1,1,1,1,0,0,1
450,1,1,2,3,2,1,0,1,1,1,1,0,5,0,0,1
451,2,2,2,3,0,0,0,0,1,0,0,1,2,0,0,1
452,2,1,1,3,2,0,0,2,1,0,1,1,1,0,0,1
453,1,2,1,1,0,0,0,1,1,0,0,1,3,0,0,1
454,1,2,1,4,0,0,0,0,1,0,1,1,3,0,0,0
455,1,2,2,3,0,0,0,0,1,1,1,1,3,0,0,0
456,1,2,1,1,0,0,0,0,1,0,0,1,2,1,0,1
457,1,2,1,3,0,0,0,0,1,0,1,0,3,0,0,0
458,2,2,1,2,2,0,0,1,1,0,0,0,5,0,0,1
459,1,3,2,1,2,0,0,2,1,0,0,1,1,1,0,1
460,1,2,2,2,0,0,0,0,1,0,1,1,4,0,0,0
461,2,1,1,2,0,1,0,1,1,0,1,0,4,0,0,1
462,2,1,2,3,0,1,0,0,1,0,1,1,1,0,0,1
463,2,1,1,2,2,1,0,0,0,1,0,0,5,0,0,1
464,2,2,1,1,2,0,0,1,1,0,0,1,3,0,0,1
465,2,3,2,1,0,0,0,2,1,0,1,1,2,1,0,1
466,1,2,1,2,0,1,0,0,1,1,1,1,3,0,0,1
467,1,1,1,2,0,1,0,2,1,1,1,0,5,1,0,0
468,1,2,1,3,0,1,0,2,1,1,0,1,2,0,0,1
469,2,2,1,2,2,0,0,2,1,0,1,0,1,0,0,1
470,1,1,1,3,0,0,0,0,0,1,0,1,0,0,0,0
471,1,2,1,1,0,1,0,2,1,1,0,1,1,0,0,0
472,1,2,1,1,0,0,0,0,1,0,1,1,3,0,0,1
473,2,3,1,0,2,1,0,2,1,0,1,1,1,1,0,0
474,1,1,2,2,2,0,0,1,0,1,0,0,4,0,0,1
475,1,2,2,1,0,0,0,2,1,0,1,1,5,1,0,1
476,2,2,1,4,2,1,0,2,1,1,1,1,4,0,0,0
477,1,2,1,3,2,0,0,0,1,1,1,0,1,0,0,1
478,2,1,2,3,2,0,0,2,1,0,1,1,1,0,0,1
479,2,3,1,3,2,1,0,1,1,0,0,1,2,1,0,0
480,1,1,2,3,0,1,0,2,1,1,0,1,4,0,1,1
481,1,2,1,3,0,0,1,0,1,1,0,1,4,0,1,0
482,1,2,1,1,0,0,0,0,1,0,0,1,3,0,0,1
483,1,2,1,4,0,0,0,0,1,0,0,0,1,0,0,1
484,1,1,1,3,0,0,0,2,1,1,1,1,3,0,0,1
485,2,3,1,1,0,0,0,2,1,0,0,1,3,1,1,0
486,1,1,2,1,0,0,0,0,1,0,0,1,1,0,0,0
487,1,2,2,1,0,0,0,1,1,1,1,1,4,0,0,1
488,1,2,2,4,2,0,0,1,0,1,1,1,1,0,0,1
489,1,2,2,4,0,0,0,0,0,0,0,0,2,0,0,0
490,2,1,2,3,0,0,1,1,1,0,0,1,2,0,0,0
491,1,3,1,0,0,0,0,1,1,0,1,1,2,1,0,0
492,1,2,2,2,0,0,0,0,1,1,0,1,5,0,0,0
493,2,2,1,3,2,0,0,2,1,1,1,0,5,0,0,1
494,1,1,1,3,2,0,0,0,0,1,1,1,5,0,0,1
495,2,3,1,2,2,1,0,0,0,0,1,1,3,1,0,1
496,1,2,1,4,2,1,0,0,0,1,0,0,1,0,0,1
497,2,1,2,4,2,0,0,2,1,1,1,1,1,0,0,1
498,1,2,2,4,2,0,0,2,1,1,1,1,2,0,0,1
499,2,2,2,1,2,1,0,2,1,0,1,0,1,0,0,1
500,2,2,2,4,2,0,0,1,0,0,0,1,1,0,0,1
501,2,3,1,1,2,0,0,2,1,1,1,0,3,1,0,1
502,1,2,2,0,0,0,0,0,1,0,0,1,1,0,0,1
503,1,2,2,4,0,0,0,0,0,1,1,1,1,0,0,1
504,1,3,1,3,0,1,0,1,1,1,1,1,3,1,1,1
505,1,2,2,3,0,0,0,0,0,1,0,1,2,0,0,0
506,2,2,1,3,2,1,0,2,1,1,0,0,3,1,0,0
507,2,1,1,0,2,0,0,1,1,0,0,1,2,0,0,1
508,2,1,2,2,0,1,0,0,0,0,0,0,0,1,1,0
509,2,1,1,4,2,0,0,1,0,1,0,0,5,0,0,1
510,1,1,1,0,0,0,0,2,1,0,1,1,1,0,0,1
511,1,3,1,1,0,0,0,2,1,0,1,1,5,1,0,1
512,1,2,1,1,0,0,0,2,1,0,1,1,1,0,0,0
513,2,2,1,4,2,0,0,1,1,1,1,1,1,0,0,1
514,2,1,2,4,2,0,0,0,0,1,1,0,0,0,0,0
515,1,1,1,4,2,0,0,1,1,0,0,0,1,0,0,0
516,1,2,2,4,0,1,0,0,1,0,0,1,3,0,0,0
517,1,3,1,1,0,0,0,2,1,0,1,1,1,1,0,1
518,2,1,2,3,0,0,0,0,0,1,1,1,4,0,0,1
519,1,1,2,1,0,0,0,2,1,1,1,1,4,0,0,1
520,1,2,2,4,2,1,0,1,0,1,1,0,0,0,0,0
521,2,1,2,2,0,1,0,0,0,0,1,1,1,0,0,1
522,1,2,2,4,2,0,0,1,1,1,1,0,3,0,0,1
523,2,1,1,1,2,1,0,1,0,0,0,0,3,1,0,1
524,2,2,2,1,0,0,0,1,1,0,0,1,4,0,0,1
525,2,2,1,0,2,1,0,1,1,0,1,0,3,0,0,0
526,1,1,1,3,0,1,0,0,1,1,1,1,1,0,0,0
527,1,1,1,2,0,1,0,0,1,0,1,1,3,0,0,1
528,2,2,1,3,2,0,0,1,1,0,0,0,3,0,0,0
529,2,2,1,1,2,1,1,2,1,0,0,0,3,0,0,1
530,1,2,1,2,0,0,0,1,1,1,1,1,3,0,0,1
531,1,2,1,1,0,0,0,0,0,0,0,1,2,0,0,1
532,1,2,2,1,0,0,0,2,1,0,0,1,5,1,0,1
533,1,3,2,0,0,0,0,2,1,0,1,1,3,1,0,0
534,1,2,2,2,0,0,0,1,1,1,1,1,2,0,0,1
535,1,2,1,4,0,0,0,0,1,1,1,1,5,0,1,1
536,2,2,2,1,0,0,1,2,1,0,1,1,2,0,0,1
537,1,2,2,4,0,0,0,0,1,0,0,0,3,0,0,0
538,1,2,2,3,0,0,0,0,1,0,0,0,0,0,0,0
539,2,1,2,2,2,0,0,1,1,0,0,0,1,0,1,1
540,1,2,1,0,0,1,1,2,1,0,1,1,5,0,0,1
541,2,1,1,1,2,1,1,1,0,0,1,1,4,0,1,1
542,2,3,1,3,2,1,0,2,1,1,0,0,4,1,0,0
543,1,1,1,3,0,1,0,0,0,1,0,0,4,0,0,0
544,2,1,1,2,2,0,0,1,1,0,1,1,2,0,0,1
545,1,2,1,1,0,0,0,1,1,0,0,1,3,1,0,0
546,1,2,1,0,0,0,1,1,1,0,1,1,4,1,0,1
547,1,1,1,4,2,0,0,0,1,0,1,0,3,0,0,0
548,2,1,1,1,2,0,0,1,0,0,1,0,3,0,0,1
549,1,1,1,0,0,0,0,2,1,1,0,1,2,0,1,1
550,1,1,1,4,0,1,0,2,1,1,1,0,5,0,0,1
551,1,2,1,2,0,1,0,0,1,0,1,1,2,0,0,1
552,2,2,1,1,2,0,1,2,0,0,1,0,4,1,0,1
553,2,2,1,4,2,0,1,2,1,1,1,0,5,1,0,0
554,2,1,1,3,2,1,0,0,0,1,1,1,5,0,1,0
555,2,3,2,3,0,1,0,2,1,0,1,1,5,1,0,1
556,1,1,2,2,0,0,0,0,1,0,0,0,2,0,0,0
557,2,3,2,3,0,0,0,1,1,0,1,0,3,1,0,0
558,2,1,1,4,2,1,0,2,1,1,1,0,2,0,1,1
559,2,2,2,0,0,1,0,1,1,0,0,0,5,0,0,0
560,1,2,1,1,0,0,0,2,1,0,1,1,4,1,0,1
561,2,2,1,3,2,1,0,2,0,1,0,0,3,0,0,1
562,2,1,1,2,0,1,0,0,1,0,0,1,3,0,0,1
563,1,1,2,1,0,0,0,2,1,0,0,1,1,0,0,0
564,2,1,1,1,0,0,0,1,0,0,0,0,3,0,0,1
565,2,1,1,2,2,1,0,1,1,0,0,0,3,1,0,0
566,2,2,1,3,2,1,0,2,1,0,0,1,1,0,0,1
567,1,1,2,4,2,0,0,2,1,1,1,1,2,0,1,1
568,1,3,2,2,0,0,0,2,1,0,1,0,1,1,0,1
569,2,1,1,2,2,0,0,0,1,0,0,1,3,0,0,0
570,2,1,2,2,0,0,0,1,1,1,0,1,3,0,0,1
571,2,1,1,4,2,1,0,0,0,1,1,1,3,1,0,0
572,2,2,2,1,0,0,0,1,0,0,0,1,2,0,1,1
573,1,2,1,1,0,0,0,2,1,0,1,1,3,0,0,1
574,2,1,2,3,0,1,0,0,0,0,1,0,3,0,0,1
575,1,1,2,1,0,1,0,1,1,0,0,0,3,1,1,1
576,1,2,2,1,0,1,0,0,1,1,1,1,1,0,0,1
577,2,1,1,3,0,0,0,0,0,1,0,0,3,0,1,0
578,1,1,1,3,0,0,0,0,0,1,1,1,2,0,0,0
579,2,2,2,1,0,1,1,2,1,0,0,0,5,1,0,1
580,1,2,2,4,0,1,0,1,1,0,1,1,5,0,0,0
581,2,2,1,3,2,1,0,1,0,0,1,1,4,0,0,1
582,1,2,2,0,0,0,0,0,0,0,0,1,1,1,0,0
583,2,2,1,3,0,0,0,1,1,0,0,0,2,0,0,0
584,2,2,1,4,2,0,0,0,0,1,1,0,2,0,0,1
585,2,1,1,0,2,0,0,0,1,0,0,1,5,0,1,1
586,1,1,1,2,0,0,0,1,1,0,0,1,2,0,1,1
587,1,2,2,2,0,0,0,1,1,1,1,1,5,0,0,0
588,2,3,2,1,2,0,0,1,1,0,1,0,2,1,1,1
589,1,1,1,3,0,1,1,1,1,0,0,0,3,0,0,1
590,1,1,1,3,0,0,0,0,1,1,1,1,5,0,0,1
591,1,2,2,0,0,1,0,0,1,0,0,1,0,0,0,1
592,2,2,2,1,0,0,0,2,1,0,1,1,5,0,1,1
593,2,1,2,0,0,0,0,2,1,0,1,1,4,1,0,1
594,2,1,1,3,0,0,0,1,0,1,1,1,3,0,0,0
595,1,2,2,3,0,0,0,0,1,1,1,1,3,0,0,1
596,1,3,1,1,0,1,0,1,1,0,1,1,5,1,0,1
597,1,3,2,4,2,0,0,0,0,0,0,1,0,1,0,0
598,2,3,2,0,0,0,0,2,0,0,1,1,2,1,0,1
599,2,1,1,0,2,0,0,1,1,0,0,1,2,0,0,1
600,1,1,2,4,0,0,0,0,0,1,1,1,3,0,0,0
601,1,3,1,0,0,1,1,1,1,0,1,1,5,1,0,1
602,1,2,1,1,0,0,0,0,1,1,0,1,5,0,0,1
603,2,3,1,2,2,1,0,2,1,0,1,1,5,1,0,1
604,2,1,1,2,2,0,0,0,1,0,0,1,1,0,0,0
605,2,1,2,1,0,1,0,1,1,0,0,1,3,0,0,0
606,1,3,1,1,0,0,0,0,1,0,0,1,1,1,0,0
607,1,2,2,0,0,0,0,0,1,0,0,1,1,1,0,1
608,1,1,1,4,0,0,0,0,1,1,1,0,3,0,1,0
609,2,2,2,3,2,1,0,1,1,0,1,1,1,0,0,0
610,1,2,1,1,0,0,0,0,1,1,0,1,2,0,0,1
611,2,1,2,0,0,0,0,1,1,0,1,0,3,0,1,1
612,1,1,2,4,2,0,0,0,1,1,1,0,2,0,1,1
613,2,1,1,0,2,0,0,2,1,0,1,1,4,0,1,1
614,2,1,1,2,0,0,0,2,1,1,1,1,4,0,1,1
615,2,2,1,3,2,1,1,0,1,1,1,1,5,0,1,0
616,1,2,1,3,0,1,0,1,0,1,0,1,5,0,1,0
617,1,2,1,4,0,0,1,2,1,0,0,0,0,0,0,0
618,2,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1
619,2,1,1,1,2,0,0,1,1,0,1,1,4,0,1,1
620,1,2,1,1,0,0,0,1,1,0,1,1,3,0,0,1
621,1,3,1,0,0,0,0,2,1,0,1,1,5,1,0,1
622,2,2,2,0,0,0,0,0,0,0,1,0,3,0,0,1
623,1,2,1,1,0,0,0,1,1,0,1,1,2,0,0,1
624,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1
625,2,2,2,2,2,0,0,1,0,1,1,0,5,0,1,1
626,1,3,2,0,0,1,1,2,1,0,0,1,5,1,0,0
627,2,1,1,2,2,0,0,1,0,0,0,0,1,0,0,1
628,1,1,1,2,0,0,0,1,1,1,1,1,2,0,0,0
629,1,2,2,4,0,0,0,2,1,0,0,0,3,0,1,0
630,2,2,1,3,2,0,0,0,0,1,1,0,4,0,0,1
631,2,2,2,1,0,0,0,1,1,0,0,0,1,0,0,1
632,1,3,2,3,0,0,0,0,1,0,0,1,5,1,0,0
633,2,2,1,1,2,1,1,1,1,0,0,1,5,0,0,1
634,1,2,1,1,0,1,0,0,1,0,1,1,5,0,0,1
635,2,1,1,4,0,0,1,0,0,0,1,0,4,0,0,1
636,2,1,1,0,2,0,0,1,0,0,1,0,3,0,0,1
637,2,2,1,3,2,0,0,1,0,0,0,1,4,0,0,1
638,1,2,1,2,0,1,0,0,1,1,0,0,2,0,1,0
639,1,1,2,3,0,0,0,2,1,1,0,1,4,0,0,0
640,2,2,2,3,0,1,0,1,1,1,1,0,3,0,1,0
641,2,2,1,0,2,1,0,2,1,0,0,0,1,0,0,1
642,2,1,1,0,2,0,0,2,1,1,0,1,2,0,0,1
643,2,1,1,4,2,0,0,0,0,0,0,1,1,0,0,0
644,1,1,2,4,2,0,1,2,1,0,0,1,4,0,0,1
645,1,1,1,3,0,0,0,0,0,0,1,1,3,0,0,0
646,1,2,1,3,2,0,0,0,1,1,1,1,1,0,1,1
647,1,3,2,1,0,0,0,2,1,0,0,0,4,1,0,0
648,2,3,2,1,0,0,0,1,1,0,1,0,4,1,0,0
649,2,2,2,1,0,0,0,1,1,0,0,0,3,0,0,1
650,1,2,1,1,0,0,0,0,0,0,0,1,1,0,0,1
651,1,3,1,3,0,0,0,2,1,0,1,1,2,1,0,1
652,1,2,1,1,0,0,0,1,1,0,0,1,1,0,0,1
653,1,1,2,4,2,0,0,1,1,1,1,0,2,0,0,1
654,2,3,2,1,2,1,0,1,1,0,0,0,5,1,0,1
655,2,3,1,3,2,1,0,1,1,1,1,0,4,1,0,0
656,1,2,2,4,0,1,1,1,1,1,0,1,5,1,0,0
657,1,3,1,1,0,0,0,0,1,0,1,1,4,1,0,0
658,1,2,1,0,0,0,0,1,1,1,0,1,4,1,0,1
659,1,1,2,1,0,1,0,0,0,0,0,1,3,0,0,1
660,2,2,1,2,2,0,0,0,1,0,0,0,5,0,0,1
661,1,2,1,4,2,0,1,1,1,1,1,0,5,0,1,1
662,1,1,1,3,2,1,0,1,1,1,0,1,2,1,0,1
663,2,2,1,3,0,0,0,1,1,1,1,0,5,0,0,1
664,2,3,1,1,2,1,1,1,1,0,0,1,4,1,0,1
665,1,2,1,4,0,0,0,0,0,1,1,0,1,0,0,1
666,2,1,2,2,2,0,0,2,1,0,0,1,2,1,0,0
667,1,2,2,3,2,0,0,0,1,1,1,0,1,0,1,1
668,2,2,1,1,2,1,1,1,1,0,1,1,4,0,1,1
669,2,2,1,3,2,0,0,2,1,0,1,1,5,1,0,0
670,2,2,1,0,2,1,0,2,0,0,1,1,3,0,0,1
671,2,2,2,2,0,0,0,2,1,0,1,0,2,0,0,0
672,2,3,1,2,2,1,0,2,1,0,1,0,5,1,0,1
673,1,3,2,4,0,0,0,2,1,1,0,1,3,1,0,0
674,2,3,2,2,0,0,0,1,0,0,1,0,1,1,1,1
675,1,2,2,0,0,0,0,0,1,1,1,1,3,0,0,1
676,2,1,1,3,2,0,0,2,1,0,0,1,1,0,0,1
677,1,1,2,2,0,1,0,0,0,0,1,1,2,0,0,0
678,1,1,2,1,2,0,0,1,1,0,1,1,3,0,0,1
679,2,1,1,2,2,0,0,2,1,0,0,0,1,1,0,0
680,1,1,1,1,0,1,0,1,1,1,1,1,5,0,0,0
681,1,3,2,4,0,0,0,1,1,1,0,0,2,1,0,1
682,2,2,2,0,0,0,0,1,1,0,1,1,3,1,0,1
683,1,2,1,3,0,1,0,2,1,1,1,1,2,0,0,0
684,1,1,2,2,0,1,0,0,1,1,1,0,4,0,0,1
685,1,2,2,4,0,0,0,1,1,1,1,1,2,0,0,0
686,2,3,1,4,2,1,0,1,0,0,1,1,3,1,0,1
687,2,1,2,4,0,1,0,2,1,0,0,1,1,0,0,0
688,2,2,1,4,2,0,0,2,1,0,1,0,4,0,0,1
689,1,2,1,1,0,0,0,1,0,0,0,1,4,0,0,1
690,1,2,2,0,0,0,0,1,0,0,0,1,1,0,0,0
691,1,3,1,0,0,1,0,2,1,0,0,1,3,1,1,0
692,1,2,1,2,0,1,0,0,0,0,1,0,2,1,0,1
693,2,1,1,1,2,1,0,1,1,0,0,0,4,0,0,1
694,2,2,2,1,2,0,1,0,0,1,1,1,3,0,1,0
695,2,3,1,2,2,0,0,2,1,0,1,0,4,1,0,0
696,2,1,1,1,2,0,1,0,0,0,0,1,3,0,0,1
697,2,3,2,3,0,1,0,2,1,1,1,1,5,1,1,1
698,2,1,1,1,2,0,0,1,0,1,1,0,2,0,0,1
699,2,2,2,3,0,0,0,1,1,0,1,1,3,1,0,0
700,1,1,2,3,2,0,0,1,1,1,1,0,3,0,0,1
701,2,2,1,1,2,0,0,1,0,0,1,1,3,0,0,1
702,1,1,2,4,2,0,0,2,1,1,1,1,3,0,0,0
703,2,3,2,0,0,0,0,2,1,0,1,0,2,1,0,1
704,2,2,1,0,0,0,0,2,1,0,1,1,5,0,0,1
705,1,2,1,1,0,0,0,1,1,0,1,1,5,0,0,0
706,2,1,1,3,2,0,0,0,0,0,0,1,5,0,0,1
707,2,2,1,2,2,1,0,0,0,0,1,1,3,1,0,1
708,2,1,2,0,0,1,0,2,0,0,0,1,1,0,0,1
709,2,3,2,2,0,0,0,1,0,0,1,0,3,1,0,1
710,1,2,1,3,0,1,0,0,1,1,1,1,1,0,0,1
711,2,1,2,1,0,1,0,2,1,1,1,1,5,0,1,1
712,2,2,1,3,0,1,0,1,1,0,1,1,3,0,0,1
713,2,1,1,2,2,0,0,0,1,1,1,1,4,0,0,1
714,1,2,1,2,0,0,0,1,0,1,0,1,1,0,0,1
715,1,2,1,1,0,0,0,0,0,0,0,1,2,0,0,1
716,1,1,1,2,0,0,0,0,1,0,1,1,2,0,0,1
717,2,2,1,2,2,0,0,2,1,0,1,1,2,0,0,1
718,2,1,1,2,2,0,0,2,1,0,1,1,4,0,0,1
719,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0
720,2,1,1,1,2,1,0,1,1,0,1,0,4,0,1,1
721,2,1,2,1,0,0,0,0,0,0,1,1,3,0,1,1
722,2,2,2,3,0,1,0,1,1,1,1,0,1,0,0,1
723,1,1,2,3,0,0,0,2,1,0,0,1,2,0,0,1
724,1,1,2,4,2,1,0,1,1,1,1,0,3,0,1,1
725,2,1,2,3,0,0,0,0,0,0,0,1,2,0,0,1
726,2,2,1,2,2,0,0,1,1,0,0,0,1,0,0,1
727,1,2,2,2,0,0,0,1,1,1,1,0,4,0,0,1
728,1,2,1,0,0,1,0,1,1,0,1,1,2,0,0,1
729,2,2,2,3,0,1,0,2,1,1,0,0,2,0,0,0
730,2,2,1,4,0,1,0,2,1,1,1,1,3,0,0,0
731,2,2,2,1,0,0,0,2,1,0,0,0,3,0,0,1
732,1,1,1,1,0,0,0,1,1,0,1,1,2,0,0,1
733,1,1,1,1,0,0,0,0,0,0,1,0,2,0,0,1
734,2,2,2,1,0,0,1,2,1,0,1,1,5,0,0,1
735,2,2,2,3,0,0,0,1,1,0,0,1,4,0,0,1
736,1,1,1,0,2,0,0,0,0,0,1,0,1,0,0,1
737,1,2,1,0,0,1,0,1,1,0,0,1,3,0,0,1
738,1,1,2,4,0,0,0,2,1,1,0,1,3,0,0,1
739,2,2,1,0,2,0,0,1,0,0,0,1,1,0,1,1
740,1,3,2,1,2,0,0,2,1,1,1,0,1,1,0,1
741,2,1,1,1,2,1,0,0,0,0,1,1,2,1,0,1
742,1,2,1,1,0,0,0,1,1,0,1,1,1,0,0,1
743,1,1,2,3,0,1,0,1,1,0,1,1,5,0,0,1
744,2,3,1,2,2,1,0,2,1,0,0,1,4,1,0,1
745,2,2,2,0,2,0,0,1,0,0,0,0,5,1,0,1
746,1,2,2,1,0,0,0,0,0,0,1,1,5,0,0,1
747,1,1,2,0,0,0,0,1,0,0,0,1,3,0,0,1
748,2,2,2,3,2,0,0,0,0,1,1,1,1,1,0,1
749,1,2,2,0,0,0,0,1,1,0,1,1,5,0,0,1
750,1,1,1,4,2,0,0,1,1,0,0,1,3,0,1,1
751,1,1,2,1,0,1,0,0,1,1,1,1,1,0,0,1
752,1,2,2,3,0,0,0,0,1,0,0,1,3,0,0,1
753,1,2,2,4,2,0,0,1,1,1,0,0,3,0,1,1
754,1,1,1,1,0,1,0,2,1,0,1,1,2,1,1,1
755,2,2,1,0,2,1,0,2,1,0,1,0,3,0,0,0
756,1,1,1,4,2,0,0,2,1,0,1,0,0,0,0,0
757,2,1,2,0,0,0,1,1,1,0,1,1,4,0,0,1
758,2,1,1,2,2,1,0,1,1,0,1,1,3,0,0,1
759,2,3,2,0,0,0,0,2,1,0,0,0,1,1,0,0
760,1,3,2,4,2,0,0,2,1,1,0,0,2,1,0,1
761,1,2,1,0,0,1,0,0,1,0,0,1,5,1,0,1
762,1,2,1,1,0,1,0,1,1,1,0,1,5,0,0,1
763,1,1,2,4,2,0,0,2,1,1,1,1,2,0,0,1
764,2,2,1,4,2,1,0,1,1,1,1,1,1,0,0,0
765,2,2,1,0,2,0,0,2,1,0,0,0,1,0,0,1
766,2,2,1,3,2,1,0,1,1,0,0,1,1,0,0,0
767,1,1,2,0,0,0,0,2,1,0,1,1,1,0,0,1
768,2,1,1,3,0,0,0,2,0,1,0,1,3,0,0,1
769,2,2,1,0,2,1,0,1,1,0,1,0,5,0,1,0
770,2,2,1,4,2,0,0,0,1,1,0,1,2,0,0,0
771,2,1,2,2,0,1,1,2,0,1,0,1,5,1,0,1
772,1,3,2,1,0,0,0,1,1,1,0,1,2,1,0,0
773,2,2,1,1,2,0,0,2,1,1,1,1,4,0,0,1
774,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1
775,1,3,1,0,0,0,0,2,1,0,0,1,1,1,0,1
776,1,2,2,4,2,0,0,0,1,1,0,1,2,0,1,1
777,2,1,1,3,2,0,1,1,1,0,1,1,3,0,0,1
778,1,3,1,0,0,0,0,2,0,0,0,1,1,1,0,1
779,1,2,2,4,2,0,0,1,0,1,1,0,0,0,0,0
780,1,1,1,1,0,0,0,1,1,0,0,0,2,0,0,1
781,2,3,2,4,2,1,0,2,1,0,0,1,1,1,0,0
782,1,1,1,4,0,0,0,1,1,1,1,1,3,0,0,0
783,1,2,2,1,0,0,0,0,1,0,1,1,4,0,0,1
784,2,3,1,2,2,0,0,2,1,0,1,0,3,1,0,0
785,2,3,2,0,2,0,0,2,1,0,1,1,0,1,1,0
786,1,1,2,4,2,0,0,0,0,1,0,0,5,0,1,1
787,2,1,1,2,0,0,0,2,1,0,1,1,4,0,0,1
788,2,1,1,1,2,0,0,1,1,0,1,0,1,0,0,1
789,2,1,2,3,0,1,1,1,1,1,1,1,3,0,1,1
790,1,2,2,4,0,0,0,1,0,0,1,1,3,0,0,0
791,2,2,1,3,2,0,0,0,0,1,1,1,1,0,0,0
792,2,3,1,3,2,0,0,2,0,0,1,0,2,1,0,0
793,1,1,1,1,0,0,0,2,1,0,1,1,5,0,1,1
794,1,1,2,0,0,0,0,0,1,0,0,1,1,0,0,1
795,2,1,2,2,0,1,0,0,1,0,0,0,3,0,0,0
796,1,3,1,0,0,0,0,0,0,0,1,1,2,1,0,1
797,1,2,1,4,0,0,0,1,1,1,0,1,5,0,0,0
798,1,2,1,0,0,0,0,0,1,0,0,1,5,0,0,1
799,2,2,1,1,2,0,0,0,0,0,1,1,4,0,0,0
800,2,2,1,0,2,0,0,2,1,0,0,0,3,0,0,1
801,1,2,2,4,2,1,0,2,1,1,0,0,5,0,0,1
802,1,3,1,2,0,0,0,0,0,0,1,1,1,1,0,0
803,2,3,1,3,2,1,0,2,1,1,0,1,4,1,0,0
804,1,2,1,0,0,1,0,0,1,0,1,1,3,1,0,0
805,1,1,1,2,0,1,0,0,1,1,0,1,3,0,0,1
806,1,2,1,1,0,0,0,1,1,0,0,1,3,1,0,0
807,2,1,1,3,2,0,0,0,0,1,0,1,4,1,0,0
808,1,2,1,3,0,0,0,2,1,1,1,1,3,1,0,1
809,2,3,2,4,0,1,0,1,1,0,0,1,5,1,0,1
810,2,1,1,3,0,1,0,2,1,1,1,0,3,0,0,0
811,1,2,1,1,0,0,1,1,1,0,1,1,1,0,0,1
812,2,1,2,4,0,1,0,1,0,0,0,1,1,0,0,1
813,1,2,1,0,0,1,0,1,1,0,1,1,3,0,0,1
814,1,1,2,3,0,0,0,2,1,0,0,1,2,0,0,0
815,2,1,2,3,0,1,0,1,1,0,0,1,3,1,1,0
